"y","type"
162.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
169.00000,"random_walk"
170.00000,"random_walk"
169.00000,"random_walk"
170.00000,"random_walk"
169.00000,"random_walk"
170.00000,"random_walk"
171.00000,"random_walk"
172.00000,"random_walk"
171.00000,"random_walk"
170.00000,"random_walk"
171.00000,"random_walk"
172.00000,"random_walk"
171.00000,"random_walk"
170.00000,"random_walk"
169.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
158.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
158.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
158.00000,"random_walk"
157.00000,"random_walk"
156.00000,"random_walk"
157.00000,"random_walk"
158.00000,"random_walk"
157.00000,"random_walk"
156.00000,"random_walk"
155.00000,"random_walk"
154.00000,"random_walk"
155.00000,"random_walk"
156.00000,"random_walk"
157.00000,"random_walk"
156.00000,"random_walk"
157.00000,"random_walk"
156.00000,"random_walk"
157.00000,"random_walk"
158.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
158.00000,"random_walk"
159.00000,"random_walk"
158.00000,"random_walk"
159.00000,"random_walk"
158.00000,"random_walk"
159.00000,"random_walk"
158.00000,"random_walk"
157.00000,"random_walk"
158.00000,"random_walk"
157.00000,"random_walk"
156.00000,"random_walk"
155.00000,"random_walk"
154.00000,"random_walk"
155.00000,"random_walk"
156.00000,"random_walk"
155.00000,"random_walk"
156.00000,"random_walk"
155.00000,"random_walk"
156.00000,"random_walk"
155.00000,"random_walk"
154.00000,"random_walk"
155.00000,"random_walk"
154.00000,"random_walk"
155.00000,"random_walk"
154.00000,"random_walk"
155.00000,"random_walk"
154.00000,"random_walk"
155.00000,"random_walk"
154.00000,"random_walk"
155.00000,"random_walk"
156.00000,"random_walk"
157.00000,"random_walk"
156.00000,"random_walk"
155.00000,"random_walk"
154.00000,"random_walk"
155.00000,"random_walk"
156.00000,"random_walk"
155.00000,"random_walk"
156.00000,"random_walk"
157.00000,"random_walk"
158.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
158.00000,"random_walk"
159.00000,"random_walk"
158.00000,"random_walk"
157.00000,"random_walk"
156.00000,"random_walk"
157.00000,"random_walk"
158.00000,"random_walk"
159.00000,"random_walk"
158.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
158.00000,"random_walk"
157.00000,"random_walk"
158.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
161.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
169.00000,"random_walk"
170.00000,"random_walk"
169.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
167.00000,"random_walk"
168.00000,"random_walk"
167.00000,"random_walk"
166.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
165.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
164.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
163.00000,"random_walk"
162.00000,"random_walk"
161.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
160.00000,"random_walk"
159.00000,"random_walk"
158.00000,"random_walk"
157.00000,"random_walk"
156.00000,"random_walk"
155.00000,"random_walk"
154.00000,"random_walk"
155.00000,"random_walk"
156.00000,"random_walk"
155.00000,"random_walk"
154.00000,"random_walk"
153.00000,"random_walk"
152.00000,"random_walk"
153.00000,"random_walk"
152.00000,"random_walk"
153.00000,"random_walk"
154.00000,"random_walk"
153.00000,"random_walk"
152.00000,"random_walk"
153.00000,"random_walk"
154.00000,"random_walk"
153.00000,"random_walk"
154.00000,"random_walk"
153.00000,"random_walk"
152.00000,"random_walk"
151.00000,"random_walk"
152.00000,"random_walk"
153.00000,"random_walk"
152.00000,"random_walk"
151.00000,"random_walk"
150.00000,"random_walk"
149.00000,"random_walk"
150.00000,"random_walk"
149.00000,"random_walk"
150.00000,"random_walk"
149.00000,"random_walk"
148.00000,"random_walk"
149.00000,"random_walk"
150.00000,"random_walk"
151.00000,"random_walk"
150.00000,"random_walk"
149.00000,"random_walk"
148.00000,"random_walk"
147.00000,"random_walk"
148.00000,"random_walk"
149.00000,"random_walk"
148.00000,"random_walk"
147.00000,"random_walk"
148.00000,"random_walk"
149.00000,"random_walk"
150.00000,"random_walk"
151.00000,"random_walk"
150.00000,"random_walk"
149.00000,"random_walk"
150.00000,"random_walk"
151.00000,"random_walk"
150.00000,"random_walk"
151.00000,"random_walk"
150.00000,"random_walk"
151.00000,"random_walk"
150.00000,"random_walk"
151.00000,"random_walk"
150.00000,"random_walk"
149.00000,"random_walk"
150.00000,"random_walk"
151.00000,"random_walk"
150.00000,"random_walk"
149.00000,"random_walk"
150.00000,"random_walk"
149.00000,"random_walk"
148.00000,"random_walk"
149.00000,"random_walk"
150.00000,"random_walk"
151.00000,"random_walk"
150.00000,"random_walk"
151.00000,"random_walk"
150.00000,"random_walk"
151.00000,"random_walk"
152.00000,"random_walk"
153.00000,"random_walk"
152.00000,"random_walk"
153.00000,"random_walk"
152.00000,"random_walk"
151.00000,"random_walk"
152.00000,"random_walk"
151.00000,"random_walk"
150.00000,"random_walk"
149.00000,"random_walk"
148.00000,"random_walk"
147.00000,"random_walk"
146.00000,"random_walk"
145.00000,"random_walk"
144.00000,"random_walk"
143.00000,"random_walk"
144.00000,"random_walk"
143.00000,"random_walk"
142.00000,"random_walk"
141.00000,"random_walk"
142.00000,"random_walk"
141.00000,"random_walk"
142.00000,"random_walk"
143.00000,"random_walk"
142.00000,"random_walk"
141.00000,"random_walk"
142.00000,"random_walk"
141.00000,"random_walk"
140.00000,"random_walk"
141.00000,"random_walk"
142.00000,"random_walk"
141.00000,"random_walk"
142.00000,"random_walk"
141.00000,"random_walk"
140.00000,"random_walk"
141.00000,"random_walk"
142.00000,"random_walk"
141.00000,"random_walk"
140.00000,"random_walk"
141.00000,"random_walk"
140.00000,"random_walk"
139.00000,"random_walk"
138.00000,"random_walk"
137.00000,"random_walk"
138.00000,"random_walk"
137.00000,"random_walk"
138.00000,"random_walk"
137.00000,"random_walk"
136.00000,"random_walk"
137.00000,"random_walk"
136.00000,"random_walk"
135.00000,"random_walk"
134.00000,"random_walk"
133.00000,"random_walk"
134.00000,"random_walk"
135.00000,"random_walk"
134.00000,"random_walk"
135.00000,"random_walk"
134.00000,"random_walk"
133.00000,"random_walk"
132.00000,"random_walk"
131.00000,"random_walk"
132.00000,"random_walk"
133.00000,"random_walk"
134.00000,"random_walk"
133.00000,"random_walk"
134.00000,"random_walk"
133.00000,"random_walk"
132.00000,"random_walk"
131.00000,"random_walk"
132.00000,"random_walk"
133.00000,"random_walk"
132.00000,"random_walk"
133.00000,"random_walk"
132.00000,"random_walk"
133.00000,"random_walk"
132.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
132.00000,"random_walk"
131.00000,"random_walk"
132.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
132.00000,"random_walk"
133.00000,"random_walk"
134.00000,"random_walk"
135.00000,"random_walk"
134.00000,"random_walk"
133.00000,"random_walk"
134.00000,"random_walk"
133.00000,"random_walk"
132.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
123.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
123.00000,"random_walk"
122.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
118.00000,"random_walk"
119.00000,"random_walk"
118.00000,"random_walk"
117.00000,"random_walk"
118.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
122.00000,"random_walk"
123.00000,"random_walk"
122.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
118.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
118.00000,"random_walk"
117.00000,"random_walk"
116.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
116.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
116.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
113.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
113.00000,"random_walk"
112.00000,"random_walk"
113.00000,"random_walk"
112.00000,"random_walk"
113.00000,"random_walk"
112.00000,"random_walk"
111.00000,"random_walk"
112.00000,"random_walk"
111.00000,"random_walk"
110.00000,"random_walk"
111.00000,"random_walk"
110.00000,"random_walk"
111.00000,"random_walk"
112.00000,"random_walk"
111.00000,"random_walk"
110.00000,"random_walk"
109.00000,"random_walk"
110.00000,"random_walk"
111.00000,"random_walk"
112.00000,"random_walk"
113.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
116.00000,"random_walk"
117.00000,"random_walk"
118.00000,"random_walk"
117.00000,"random_walk"
116.00000,"random_walk"
117.00000,"random_walk"
116.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
113.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
113.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
116.00000,"random_walk"
117.00000,"random_walk"
118.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
122.00000,"random_walk"
123.00000,"random_walk"
122.00000,"random_walk"
121.00000,"random_walk"
122.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
122.00000,"random_walk"
121.00000,"random_walk"
122.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
122.00000,"random_walk"
121.00000,"random_walk"
122.00000,"random_walk"
123.00000,"random_walk"
124.00000,"random_walk"
123.00000,"random_walk"
124.00000,"random_walk"
123.00000,"random_walk"
122.00000,"random_walk"
123.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
123.00000,"random_walk"
122.00000,"random_walk"
123.00000,"random_walk"
124.00000,"random_walk"
123.00000,"random_walk"
122.00000,"random_walk"
123.00000,"random_walk"
124.00000,"random_walk"
123.00000,"random_walk"
124.00000,"random_walk"
123.00000,"random_walk"
122.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
122.00000,"random_walk"
121.00000,"random_walk"
122.00000,"random_walk"
121.00000,"random_walk"
122.00000,"random_walk"
123.00000,"random_walk"
124.00000,"random_walk"
123.00000,"random_walk"
122.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
118.00000,"random_walk"
119.00000,"random_walk"
118.00000,"random_walk"
119.00000,"random_walk"
118.00000,"random_walk"
119.00000,"random_walk"
118.00000,"random_walk"
117.00000,"random_walk"
118.00000,"random_walk"
117.00000,"random_walk"
116.00000,"random_walk"
115.00000,"random_walk"
116.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
116.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
113.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
116.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
113.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
113.00000,"random_walk"
114.00000,"random_walk"
113.00000,"random_walk"
114.00000,"random_walk"
113.00000,"random_walk"
114.00000,"random_walk"
113.00000,"random_walk"
114.00000,"random_walk"
113.00000,"random_walk"
112.00000,"random_walk"
113.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
116.00000,"random_walk"
117.00000,"random_walk"
116.00000,"random_walk"
115.00000,"random_walk"
114.00000,"random_walk"
113.00000,"random_walk"
114.00000,"random_walk"
115.00000,"random_walk"
116.00000,"random_walk"
117.00000,"random_walk"
118.00000,"random_walk"
117.00000,"random_walk"
118.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
122.00000,"random_walk"
123.00000,"random_walk"
122.00000,"random_walk"
121.00000,"random_walk"
120.00000,"random_walk"
119.00000,"random_walk"
118.00000,"random_walk"
119.00000,"random_walk"
120.00000,"random_walk"
121.00000,"random_walk"
122.00000,"random_walk"
123.00000,"random_walk"
122.00000,"random_walk"
121.00000,"random_walk"
122.00000,"random_walk"
123.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
123.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
123.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
123.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
124.00000,"random_walk"
125.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
126.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
127.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
132.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
132.00000,"random_walk"
131.00000,"random_walk"
132.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
132.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
132.00000,"random_walk"
133.00000,"random_walk"
134.00000,"random_walk"
135.00000,"random_walk"
134.00000,"random_walk"
133.00000,"random_walk"
134.00000,"random_walk"
135.00000,"random_walk"
136.00000,"random_walk"
135.00000,"random_walk"
134.00000,"random_walk"
133.00000,"random_walk"
134.00000,"random_walk"
135.00000,"random_walk"
136.00000,"random_walk"
137.00000,"random_walk"
136.00000,"random_walk"
137.00000,"random_walk"
138.00000,"random_walk"
137.00000,"random_walk"
138.00000,"random_walk"
137.00000,"random_walk"
138.00000,"random_walk"
137.00000,"random_walk"
136.00000,"random_walk"
135.00000,"random_walk"
134.00000,"random_walk"
133.00000,"random_walk"
132.00000,"random_walk"
131.00000,"random_walk"
132.00000,"random_walk"
131.00000,"random_walk"
130.00000,"random_walk"
129.00000,"random_walk"
128.00000,"random_walk"
129.00000,"random_walk"
130.00000,"random_walk"
131.00000,"random_walk"
132.00000,"random_walk"
133.00000,"random_walk"
132.00000,"random_walk"
133.00000,"random_walk"
132.00000,"random_walk"
133.00000,"random_walk"
134.00000,"random_walk"
135.00000,"random_walk"
136.00000,"random_walk"
137.00000,"random_walk"
138.00000,"random_walk"
139.00000,"random_walk"
140.00000,"random_walk"
141.00000,"random_walk"
142.00000,"random_walk"
141.00000,"random_walk"
142.00000,"random_walk"
141.00000,"random_walk"
140.00000,"random_walk"
139.00000,"random_walk"
140.00000,"random_walk"
139.00000,"random_walk"
138.00000,"random_walk"
139.00000,"random_walk"
138.00000,"random_walk"
139.00000,"random_walk"
140.00000,"random_walk"
141.00000,"random_walk"
140.00000,"random_walk"
139.00000,"random_walk"
140.00000,"random_walk"
139.00000,"random_walk"
140.00000,"random_walk"
141.00000,"random_walk"
140.00000,"random_walk"
141.00000,"random_walk"
140.00000,"random_walk"
139.00000,"random_walk"
138.00000,"random_walk"
137.00000,"random_walk"
138.00000,"random_walk"
139.00000,"random_walk"
140.00000,"random_walk"
141.00000,"random_walk"
142.00000,"random_walk"
141.00000,"random_walk"
140.00000,"random_walk"
141.00000,"random_walk"
140.00000,"random_walk"
139.00000,"random_walk"
138.00000,"random_walk"
139.00000,"random_walk"
138.00000,"random_walk"
139.00000,"random_walk"
140.00000,"random_walk"
141.00000,"random_walk"
142.00000,"random_walk"
143.00000,"random_walk"
144.00000,"random_walk"
143.00000,"random_walk"
